Age,Attrition,BusinessTravel,DailyRate,Department_x,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeID,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole_x,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Name,Department_y,JobRole_y,Performance Score,KPI Score,Attendance (%),Peer Rating,Task Completion (%),Work Hours Logged,Manager Feedback,Training Hours,Promotion Eligibility
40,No,Travel_Rarely,884,Research & Development,15,3,Life Sciences,1,1628,1,Female,80,2,3,Manufacturing Director,3,Married,10435,25800,1,Y,No,13,3,4,80,2,18,2,3,18,15,14,12,Samaira Kota,Sales,Sales Executive,64,73.46,99.56,3.4,71.88,35,4.6,27,No
35,No,Non-Travel,208,Research & Development,8,4,Life Sciences,1,1630,3,Female,52,3,2,Healthcare Representative,3,Married,4148,12250,1,Y,No,12,3,4,80,1,15,5,3,14,11,2,9,Dhanush Lata,Marketing,Content Strategist,97,76.86,94.55,3.3,70.31,50,3.7,27,No
37,No,Travel_Rarely,671,Research & Development,19,3,Life Sciences,1,1631,3,Male,85,3,2,Manufacturing Director,3,Married,5768,26493,3,Y,No,17,3,1,80,3,9,2,2,4,3,0,2,Lagan Babu,Sales,Sales Executive,86,76.77,99.84,4.4,87.58,51,3.8,18,No
39,No,Travel_Frequently,711,Research & Development,4,3,Medical,1,1633,1,Female,81,3,2,Manufacturing Director,3,Single,5042,3140,0,Y,No,13,3,4,80,0,10,2,1,9,2,3,8,Ela Mallick,HR,Employee Relations,65,62.02,97.94,4.6,91.09,50,3.6,12,No
45,No,Travel_Rarely,1329,Research & Development,2,2,Other,1,1635,4,Female,59,2,2,Manufacturing Director,4,Divorced,5770,5388,1,Y,No,19,3,1,80,2,10,3,3,10,7,3,9,Indranil Rama,IT,Data Analyst,69,62.07,93.02,4.9,74.01,39,4.4,22,No
38,No,Travel_Rarely,397,Research & Development,2,2,Medical,1,1638,4,Female,54,2,3,Manufacturing Director,3,Married,7756,14199,3,Y,Yes,19,3,4,80,1,10,6,4,5,4,0,2,Mohanlal Swaminathan,Finance,Auditor,82,81.67,77.09,4.5,97.9,46,4.3,24,No
35,Yes,Travel_Rarely,737,Sales,10,3,Medical,1,1639,4,Male,55,2,3,Sales Executive,1,Married,10306,21530,9,Y,No,17,3,3,80,0,15,3,3,13,12,6,0,Mamooty De,IT,Software Engineer,63,89.69,92.23,4.7,76.35,36,3.1,5,No
37,No,Travel_Rarely,1470,Research & Development,10,3,Medical,1,1640,2,Female,71,3,1,Research Scientist,2,Married,3936,9953,1,Y,No,11,3,1,80,1,8,2,1,8,4,7,7,Purab Sachdeva,Sales,Account Manager,58,89.62,85.13,4.9,94.41,40,4.0,0,No
40,No,Travel_Rarely,448,Research & Development,16,3,Life Sciences,1,1641,3,Female,84,3,3,Manufacturing Director,4,Single,7945,19948,6,Y,Yes,15,3,4,80,0,18,2,2,4,2,3,3,Jivika Gaba,IT,Data Analyst,74,60.8,86.19,4.8,85.6,35,4.3,24,No
44,No,Travel_Frequently,602,Human Resources,1,5,Human Resources,1,1642,1,Male,37,3,2,Human Resources,4,Married,5743,10503,4,Y,Yes,11,3,3,80,0,14,3,3,10,7,0,2,Renee Mahal,IT,Software Engineer,50,82.71,95.13,3.9,75.03,42,3.1,6,No
48,No,Travel_Frequently,365,Research & Development,4,5,Medical,1,1644,3,Male,89,2,4,Manager,4,Married,15202,5602,2,Y,No,25,4,2,80,1,23,3,3,2,2,2,2,Divyansh Roy,IT,Cybersecurity Specialist,69,74.05,84.18,4.8,86.31,41,3.9,14,No
35,Yes,Travel_Rarely,763,Sales,15,2,Medical,1,1645,1,Male,59,1,2,Sales Executive,4,Divorced,5440,22098,6,Y,Yes,14,3,4,80,2,7,2,2,2,2,2,2,Seher Jaggi,Finance,Auditor,80,65.06,90.35,4.5,99.44,54,5.0,27,No
24,No,Travel_Frequently,567,Research & Development,2,1,Technical Degree,1,1646,1,Female,32,3,1,Research Scientist,4,Single,3760,17218,1,Y,Yes,13,3,3,80,0,6,2,3,6,3,1,3,Misha Dyal,HR,HR Manager,62,71.94,77.61,4.9,82.73,54,3.1,22,No
27,No,Travel_Rarely,486,Research & Development,8,3,Medical,1,1647,2,Female,86,4,1,Research Scientist,3,Married,3517,22490,7,Y,No,17,3,1,80,0,5,0,3,3,2,0,2,Shray Kothari,IT,Cybersecurity Specialist,85,93.1,93.9,4.8,87.4,39,3.2,5,No
27,No,Travel_Frequently,591,Research & Development,2,3,Medical,1,1648,4,Male,87,3,1,Research Scientist,4,Single,2580,6297,2,Y,No,13,3,3,80,0,6,0,2,4,2,1,2,Shlok Das,Sales,Business Development,78,79.97,97.09,3.1,84.82,42,3.2,15,No
40,Yes,Travel_Rarely,1329,Research & Development,7,3,Life Sciences,1,1649,1,Male,73,3,1,Laboratory Technician,1,Single,2166,3339,3,Y,Yes,14,3,2,80,0,10,3,1,4,2,0,3,Kashvi Dugar,IT,Data Analyst,97,83.21,90.21,4.1,82.82,39,3.6,7,No
29,No,Travel_Rarely,469,Sales,10,3,Medical,1,1650,3,Male,42,2,2,Sales Executive,3,Single,5869,23413,9,Y,No,11,3,3,80,0,8,2,3,5,2,1,4,Ela Dada,Sales,Sales Executive,94,61.17,96.36,3.9,84.59,42,3.0,8,No
36,No,Travel_Rarely,711,Research & Development,5,4,Life Sciences,1,1651,2,Female,42,3,3,Healthcare Representative,1,Married,8008,22792,4,Y,No,12,3,3,80,2,9,6,3,3,2,0,2,Kiara Bhalla,Finance,Auditor,66,83.48,79.72,4.8,71.71,48,4.3,18,No
25,No,Travel_Frequently,772,Research & Development,2,1,Life Sciences,1,1653,4,Male,77,4,2,Manufacturing Director,3,Divorced,5206,4973,1,Y,No,17,3,3,80,2,7,6,3,7,7,0,7,Arnav Sama,IT,Cybersecurity Specialist,73,69.28,79.51,3.2,91.02,35,4.8,11,No
39,No,Travel_Rarely,492,Research & Development,12,3,Medical,1,1654,4,Male,66,3,2,Manufacturing Director,2,Married,5295,7693,4,Y,No,21,4,3,80,0,7,3,3,5,4,1,0,Kabir Dey,IT,Cybersecurity Specialist,54,90.19,82.97,4.9,83.52,37,4.7,17,No
49,No,Travel_Rarely,301,Research & Development,22,4,Other,1,1655,1,Female,72,3,4,Research Director,2,Married,16413,3498,3,Y,No,16,3,2,80,2,27,2,3,4,2,1,2,Zaina Tailor,Marketing,Marketing Executive,56,68.15,89.51,4.3,77.32,47,4.6,11,No
50,No,Travel_Rarely,813,Research & Development,17,5,Life Sciences,1,1656,4,Female,50,2,3,Research Director,1,Divorced,13269,21981,5,Y,No,15,3,3,80,3,19,3,3,14,11,1,11,Riya Bora,IT,Data Analyst,88,89.68,80.68,4.2,72.86,41,4.0,2,No
20,No,Travel_Rarely,1141,Sales,2,3,Medical,1,1657,3,Female,31,3,1,Sales Representative,3,Single,2783,13251,1,Y,No,19,3,1,80,0,2,3,3,2,2,2,2,Shayak Sama,Sales,Business Development,96,85.46,94.64,3.7,94.08,49,3.8,1,No
34,No,Travel_Rarely,1130,Research & Development,3,3,Life Sciences,1,1658,4,Female,66,3,2,Research Scientist,2,Divorced,5433,19332,1,Y,No,12,3,3,80,1,11,2,3,11,8,7,9,Kiara Sunder,HR,HR Manager,69,88.01,79.53,4.5,91.7,53,3.4,20,No
36,No,Travel_Rarely,311,Research & Development,7,3,Life Sciences,1,1659,1,Male,77,3,1,Laboratory Technician,2,Single,2013,10950,2,Y,No,11,3,3,80,0,15,4,3,4,3,1,3,Alisha Khurana,Marketing,Marketing Executive,55,61.0,99.91,4.6,75.56,48,4.4,12,No
49,No,Travel_Rarely,465,Research & Development,6,1,Life Sciences,1,1661,3,Female,41,2,4,Healthcare Representative,3,Married,13966,11652,2,Y,Yes,19,3,2,80,1,30,3,3,15,11,2,12,Drishya Lalla,Marketing,SEO Specialist,51,71.53,95.64,3.8,72.76,41,3.9,9,No
36,No,Non-Travel,894,Research & Development,1,4,Medical,1,1662,4,Female,33,2,2,Manufacturing Director,3,Married,4374,15411,0,Y,No,15,3,3,80,0,4,6,3,3,2,1,2,Siya Chacko,Marketing,Marketing Executive,92,85.66,79.38,4.0,91.14,46,3.6,19,No
36,No,Travel_Rarely,1040,Research & Development,3,2,Life Sciences,1,1664,4,Male,79,4,2,Healthcare Representative,1,Divorced,6842,26308,6,Y,No,20,4,1,80,1,13,3,3,5,4,0,4,Hansh Bora,Marketing,Content Strategist,99,73.95,82.73,4.1,93.3,45,4.4,30,Yes
54,No,Travel_Rarely,584,Research & Development,22,5,Medical,1,1665,2,Female,91,3,4,Manager,3,Married,17426,18685,3,Y,No,25,4,3,80,1,36,6,3,10,8,4,7,Lakshit Magar,Sales,Business Development,78,73.14,89.4,5.0,72.73,53,3.9,20,No
43,No,Travel_Rarely,1291,Research & Development,15,2,Life Sciences,1,1666,3,Male,65,2,4,Research Director,3,Married,17603,3525,1,Y,No,24,4,1,80,1,14,3,3,14,10,6,11,Dhanush Lala,Sales,Business Development,68,61.46,88.26,4.5,75.21,49,4.5,20,No
35,Yes,Travel_Frequently,880,Sales,12,4,Other,1,1667,4,Male,36,3,2,Sales Executive,4,Single,4581,10414,3,Y,Yes,24,4,1,80,0,13,2,4,11,9,6,7,Aaryahi Dubey,Finance,Auditor,72,82.43,86.41,3.4,82.03,44,4.8,13,No
38,No,Travel_Frequently,1189,Research & Development,1,3,Life Sciences,1,1668,4,Male,90,3,2,Research Scientist,4,Married,4735,9867,7,Y,No,15,3,4,80,2,19,4,4,13,11,2,9,Zeeshan Banik,Sales,Business Development,93,80.89,81.52,3.3,88.87,52,3.8,17,No
29,No,Travel_Rarely,991,Sales,5,3,Medical,1,1669,1,Male,43,2,2,Sales Executive,2,Divorced,4187,3356,1,Y,Yes,13,3,2,80,1,10,3,2,10,0,0,9,Dhanuk Verma,Marketing,Marketing Executive,62,65.17,93.08,3.9,82.88,48,4.7,6,No
33,No,Travel_Rarely,392,Sales,2,4,Medical,1,1670,4,Male,93,3,2,Sales Executive,4,Divorced,5505,3921,1,Y,No,14,3,3,80,2,6,5,3,6,2,0,4,Divyansh Viswanathan,Marketing,SEO Specialist,73,60.48,99.82,4.8,92.1,46,3.6,26,No
32,No,Travel_Rarely,977,Research & Development,2,3,Medical,1,1671,4,Male,45,3,2,Research Scientist,2,Divorced,5470,25518,0,Y,No,13,3,3,80,2,10,4,2,9,5,1,6,Alisha Chana,Finance,Accountant,96,93.48,75.65,4.9,79.08,38,4.5,9,Yes
31,No,Travel_Rarely,1112,Sales,5,4,Life Sciences,1,1673,1,Female,67,3,2,Sales Executive,4,Married,5476,22589,1,Y,No,11,3,1,80,2,10,2,3,10,0,0,2,Ranbir Choudhury,Marketing,Content Strategist,59,87.25,81.56,3.5,85.22,48,3.5,26,No
49,No,Travel_Rarely,464,Research & Development,16,3,Medical,1,1674,4,Female,74,3,1,Laboratory Technician,1,Divorced,2587,24941,4,Y,Yes,16,3,2,80,1,17,2,2,2,2,2,2,Myra Khatri,Sales,Account Manager,66,92.26,99.67,4.3,89.0,43,3.8,5,No
38,No,Travel_Frequently,148,Research & Development,2,3,Medical,1,1675,4,Female,42,2,1,Laboratory Technician,2,Single,2440,23826,1,Y,No,22,4,2,80,0,4,3,3,4,3,3,3,Ojas Arya,IT,Software Engineer,63,76.21,89.59,3.0,92.27,51,4.9,15,No
47,No,Travel_Rarely,1225,Sales,2,4,Life Sciences,1,1676,2,Female,47,4,4,Manager,2,Divorced,15972,21086,6,Y,No,14,3,3,80,3,29,2,3,3,2,1,2,Aayush Gupta,IT,Cybersecurity Specialist,61,64.04,79.01,4.8,92.85,55,3.6,27,No
49,No,Travel_Rarely,809,Research & Development,1,3,Life Sciences,1,1677,3,Male,36,3,4,Manager,3,Single,15379,22384,4,Y,No,14,3,1,80,0,23,2,3,8,7,0,0,Heer Kunda,Finance,Accountant,68,66.47,96.84,3.1,93.7,37,4.3,21,No
41,No,Travel_Rarely,1206,Sales,23,2,Life Sciences,1,1678,4,Male,80,3,3,Sales Executive,3,Single,7082,11591,3,Y,Yes,16,3,4,80,0,21,2,3,2,0,0,2,Jayesh Sharaf,Marketing,Marketing Executive,71,92.64,79.77,4.1,78.37,45,4.9,12,No
20,No,Travel_Rarely,727,Sales,9,1,Life Sciences,1,1680,4,Male,54,3,1,Sales Representative,1,Single,2728,21082,1,Y,No,11,3,1,80,0,2,3,3,2,2,0,2,Shaan Lata,HR,Employee Relations,97,65.14,76.47,4.9,72.44,44,4.1,24,Yes
33,No,Non-Travel,530,Sales,16,3,Life Sciences,1,1681,3,Female,36,3,2,Sales Executive,4,Divorced,5368,16130,1,Y,Yes,25,4,3,80,1,7,2,3,6,5,1,2,Ivan Ram,Finance,Accountant,85,87.72,87.93,4.3,91.14,50,4.5,0,No
36,No,Travel_Rarely,1351,Research & Development,26,4,Life Sciences,1,1682,1,Male,80,3,2,Healthcare Representative,3,Married,5347,7419,6,Y,No,14,3,2,80,2,10,2,2,3,2,0,2,Aarav Rajagopalan,Sales,Account Manager,56,91.95,77.51,3.3,75.56,37,4.6,21,No
44,No,Travel_Rarely,528,Human Resources,1,3,Life Sciences,1,1683,3,Female,44,3,1,Human Resources,4,Divorced,3195,4167,4,Y,Yes,18,3,1,80,3,8,2,3,2,2,2,2,Adira D’Alia,Finance,Auditor,51,82.84,89.79,4.3,76.83,40,4.1,12,No
23,Yes,Travel_Rarely,1320,Research & Development,8,1,Medical,1,1684,4,Male,93,2,1,Laboratory Technician,3,Single,3989,20586,1,Y,Yes,11,3,1,80,0,5,2,3,5,4,1,2,Kiaan Shetty,HR,HR Manager,59,70.44,88.99,3.8,97.42,49,3.1,13,No
38,No,Travel_Rarely,1495,Research & Development,4,2,Medical,1,1687,4,Female,87,3,1,Laboratory Technician,3,Married,3306,26176,7,Y,No,19,3,4,80,1,7,5,2,0,0,0,0,Vihaan Sankar,Sales,Sales Executive,79,81.83,80.12,3.1,99.61,41,3.4,5,No
53,No,Travel_Rarely,1395,Research & Development,24,4,Medical,1,1689,2,Male,48,4,3,Healthcare Representative,4,Married,7005,3458,3,Y,No,15,3,3,80,0,11,2,3,4,3,1,2,Baiju Bhasin,Marketing,Content Strategist,55,77.72,88.43,4.4,83.63,38,3.8,4,No
48,Yes,Travel_Frequently,708,Sales,7,2,Medical,1,1691,4,Female,95,3,1,Sales Representative,3,Married,2655,11740,2,Y,Yes,11,3,3,80,2,19,3,3,9,7,7,7,Damini Verma,HR,HR Manager,56,74.67,76.66,3.1,92.95,51,4.5,6,No
32,Yes,Travel_Rarely,1259,Research & Development,2,4,Life Sciences,1,1692,4,Male,95,3,1,Laboratory Technician,2,Single,1393,24852,1,Y,No,12,3,1,80,0,1,2,3,1,0,0,0,Dhruv Sankaran,Marketing,Content Strategist,66,63.75,98.89,3.3,92.95,40,3.5,28,No
26,No,Non-Travel,786,Research & Development,7,3,Medical,1,1693,4,Male,76,3,1,Laboratory Technician,4,Single,2570,11925,1,Y,No,20,4,3,80,0,7,5,3,7,7,5,7,Vivaan Gandhi,IT,Software Engineer,81,80.58,83.56,3.6,77.29,54,4.6,20,No
55,No,Travel_Rarely,1441,Research & Development,22,3,Technical Degree,1,1694,1,Male,94,2,1,Research Scientist,2,Divorced,3537,23737,5,Y,No,12,3,4,80,1,8,1,3,4,2,1,2,Suhana Yohannan,HR,Employee Relations,64,73.39,84.63,4.2,89.47,44,4.5,21,No
34,No,Travel_Rarely,1157,Research & Development,5,2,Medical,1,1696,2,Male,57,2,2,Laboratory Technician,4,Married,3986,11912,1,Y,No,14,3,3,80,1,15,3,4,15,10,4,13,Mohanlal Boase,Sales,Business Development,87,92.46,93.54,3.4,79.73,41,4.7,28,Yes
60,No,Travel_Rarely,370,Research & Development,1,4,Medical,1,1697,3,Male,92,1,3,Healthcare Representative,4,Divorced,10883,20467,3,Y,No,20,4,3,80,1,19,2,4,1,0,0,0,Yasmin Sodhi,IT,Data Analyst,92,86.24,76.66,4.8,79.7,55,3.5,11,No
33,No,Travel_Rarely,267,Research & Development,21,3,Medical,1,1698,2,Male,79,4,1,Laboratory Technician,2,Married,2028,13637,1,Y,No,18,3,4,80,3,14,6,3,14,11,2,13,Manjari Bhargava,Sales,Sales Executive,58,94.99,99.09,3.5,85.58,44,4.0,25,No
37,No,Travel_Frequently,1278,Sales,1,4,Medical,1,1700,3,Male,31,1,2,Sales Executive,4,Divorced,9525,7677,1,Y,No,14,3,3,80,2,6,2,2,6,3,1,3,Heer Sinha,Sales,Business Development,60,74.17,95.69,3.1,77.25,35,4.1,21,No
34,No,Travel_Rarely,678,Research & Development,19,3,Life Sciences,1,1701,2,Female,35,2,1,Research Scientist,4,Married,2929,20338,1,Y,No,12,3,2,80,0,10,3,3,10,9,8,7,Hansh Karan,Marketing,SEO Specialist,50,85.45,96.03,4.0,92.06,37,3.3,1,No
23,Yes,Travel_Rarely,427,Sales,7,3,Life Sciences,1,1702,3,Male,99,3,1,Sales Representative,4,Divorced,2275,25103,1,Y,Yes,21,4,2,80,1,3,2,3,3,2,0,2,Madhup Goda,Marketing,Content Strategist,68,62.57,81.28,4.0,79.97,40,3.4,5,No
44,No,Travel_Rarely,921,Research & Development,2,3,Life Sciences,1,1703,3,Female,96,4,3,Healthcare Representative,4,Married,7879,14810,1,Y,Yes,19,3,2,80,1,9,2,3,8,7,6,7,Taran Srivastava,HR,HR Manager,64,79.49,97.49,4.6,81.0,44,3.6,2,No
35,No,Travel_Frequently,146,Research & Development,2,4,Medical,1,1704,1,Male,79,2,1,Research Scientist,4,Single,4930,13970,0,Y,Yes,14,3,3,80,0,6,2,4,5,4,1,4,Anahita Kala,Marketing,Content Strategist,53,87.12,88.02,4.6,98.95,38,3.2,26,No
43,No,Travel_Rarely,1179,Sales,2,3,Medical,1,1706,4,Male,73,3,2,Sales Executive,4,Married,7847,6069,1,Y,Yes,17,3,1,80,1,10,3,3,10,9,8,8,Priyansh Dua,Finance,Financial Analyst,76,80.11,91.63,3.6,95.74,46,3.8,3,No
24,No,Travel_Rarely,581,Research & Development,9,3,Medical,1,1707,3,Male,62,4,1,Research Scientist,3,Married,4401,17616,1,Y,No,16,3,4,80,1,5,1,3,5,3,0,4,Tushar Dyal,Finance,Financial Analyst,80,76.13,86.34,4.4,79.46,54,3.1,7,No
41,No,Travel_Rarely,918,Sales,6,3,Marketing,1,1708,4,Male,35,3,3,Sales Executive,3,Single,9241,15869,1,Y,No,12,3,2,80,0,10,3,3,10,8,8,7,Aarush Anand,HR,HR Manager,79,61.37,82.4,4.7,96.87,50,3.6,8,No
29,No,Travel_Rarely,1082,Research & Development,9,4,Medical,1,1709,4,Female,43,3,1,Laboratory Technician,3,Married,2974,25412,9,Y,No,17,3,3,80,1,9,2,3,5,3,1,2,Prerak Buch,Sales,Sales Executive,71,61.56,96.52,4.5,98.67,43,3.4,3,No
36,No,Travel_Rarely,530,Sales,2,4,Life Sciences,1,1710,3,Female,51,3,2,Sales Representative,4,Single,4502,7439,3,Y,No,15,3,3,80,0,17,2,2,13,7,6,7,Yashvi Sankar,HR,Recruitment Specialist,80,88.43,91.56,3.5,72.21,51,3.5,18,No
45,No,Non-Travel,1238,Research & Development,1,1,Life Sciences,1,1712,3,Male,74,2,3,Healthcare Representative,3,Married,10748,3395,3,Y,No,23,4,4,80,1,25,3,2,23,15,14,4,Chirag Som,Sales,Sales Executive,99,90.84,98.9,5.0,84.75,52,4.1,19,Yes
24,Yes,Travel_Rarely,240,Human Resources,22,1,Human Resources,1,1714,4,Male,58,1,1,Human Resources,3,Married,1555,11585,1,Y,No,11,3,3,80,1,1,2,3,1,0,0,0,Purab Borah,Sales,Account Manager,59,70.77,96.19,3.9,86.54,50,3.0,22,No
47,Yes,Travel_Frequently,1093,Sales,9,3,Life Sciences,1,1716,3,Male,82,1,4,Sales Executive,3,Married,12936,24164,7,Y,No,11,3,3,80,0,25,3,1,23,5,14,10,Vanya Baria,Sales,Sales Executive,62,88.43,76.64,4.4,86.07,40,4.2,10,No
26,No,Travel_Rarely,390,Research & Development,17,4,Medical,1,1718,4,Male,62,1,1,Laboratory Technician,3,Married,2305,6217,1,Y,No,15,3,3,80,3,3,3,4,3,2,0,2,Saksham Lad,IT,Software Engineer,62,91.63,92.08,3.7,84.15,45,4.4,17,No
45,No,Travel_Rarely,1005,Research & Development,28,2,Technical Degree,1,1719,4,Female,48,2,4,Research Director,2,Single,16704,17119,1,Y,No,11,3,3,80,0,21,2,3,21,6,8,6,Baiju Baria,Sales,Account Manager,58,79.87,92.64,4.5,75.94,54,3.4,7,No
32,No,Travel_Frequently,585,Research & Development,10,3,Life Sciences,1,1720,1,Male,56,3,1,Research Scientist,3,Married,3433,17360,6,Y,No,13,3,1,80,1,10,3,2,5,2,1,3,Hazel Babu,HR,Recruitment Specialist,95,70.47,81.41,3.4,78.27,36,3.5,28,No
31,No,Travel_Rarely,741,Research & Development,2,4,Life Sciences,1,1721,2,Male,69,3,1,Laboratory Technician,3,Married,3477,18103,1,Y,No,14,3,4,80,1,6,2,4,5,2,0,3,Dhruv Srinivas,Finance,Financial Analyst,63,88.41,94.44,4.4,82.85,45,4.4,0,No
41,No,Non-Travel,552,Human Resources,4,3,Human Resources,1,1722,3,Male,60,1,2,Human Resources,2,Married,6430,20794,6,Y,No,19,3,2,80,1,10,4,3,3,2,1,2,Neelofar Sunder,Marketing,Marketing Executive,79,89.14,85.18,4.9,73.88,36,3.0,2,No
40,No,Travel_Rarely,369,Research & Development,8,2,Life Sciences,1,1724,2,Female,92,3,2,Manufacturing Director,1,Married,6516,5041,2,Y,Yes,16,3,2,80,1,18,3,3,1,0,0,0,Ivana Brahmbhatt,IT,Cybersecurity Specialist,69,70.93,98.84,3.8,96.23,44,4.2,9,No
24,No,Travel_Rarely,506,Research & Development,29,1,Medical,1,1725,2,Male,91,3,1,Laboratory Technician,1,Divorced,3907,3622,1,Y,No,13,3,2,80,3,6,2,4,6,2,1,2,Nehmat Dugar,HR,HR Manager,55,83.07,83.26,4.5,75.92,55,5.0,28,No
46,No,Travel_Rarely,717,Research & Development,13,4,Life Sciences,1,1727,3,Male,34,3,2,Healthcare Representative,2,Single,5562,9697,6,Y,No,14,3,4,80,0,19,3,3,10,7,0,9,Vihaan Samra,IT,Software Engineer,66,80.41,98.32,4.6,89.22,52,3.2,5,No
35,No,Travel_Rarely,1370,Research & Development,27,4,Life Sciences,1,1728,4,Male,49,3,2,Manufacturing Director,3,Married,6883,5151,2,Y,No,16,3,2,80,1,17,3,3,7,7,0,7,Divyansh Batta,Marketing,Marketing Executive,55,82.72,81.21,4.5,95.34,43,3.8,4,No
30,No,Travel_Rarely,793,Research & Development,16,1,Life Sciences,1,1729,2,Male,33,3,1,Research Scientist,4,Married,2862,3811,1,Y,No,12,3,2,80,1,10,2,2,10,0,0,8,Adira Chakraborty,IT,Cybersecurity Specialist,51,81.35,82.69,4.3,76.95,47,4.6,5,No
47,No,Non-Travel,543,Sales,2,4,Marketing,1,1731,3,Male,87,3,2,Sales Executive,2,Married,4978,3536,7,Y,No,11,3,4,80,1,4,3,1,1,0,0,0,Tiya Rajagopal,Marketing,Content Strategist,76,75.33,77.18,3.9,83.79,50,3.8,10,No
46,No,Travel_Rarely,1277,Sales,2,3,Life Sciences,1,1732,3,Male,74,3,3,Sales Executive,4,Divorced,10368,5596,4,Y,Yes,12,3,2,80,1,13,5,2,10,6,0,3,Taimur Mander,IT,Cybersecurity Specialist,58,89.27,81.54,4.5,98.01,37,3.1,13,No
36,Yes,Travel_Rarely,1456,Sales,13,5,Marketing,1,1733,2,Male,96,2,2,Sales Executive,1,Divorced,6134,8658,5,Y,Yes,13,3,2,80,3,16,3,3,2,2,2,2,Alia Shan,Sales,Account Manager,91,69.14,87.89,3.8,88.58,53,3.9,25,No
32,Yes,Travel_Rarely,964,Sales,1,2,Life Sciences,1,1734,1,Male,34,1,2,Sales Executive,2,Single,6735,12147,6,Y,No,15,3,2,80,0,10,2,3,0,0,0,0,Manikya Ben,IT,Software Engineer,72,67.13,76.85,4.6,93.58,37,3.2,21,No
23,No,Travel_Rarely,160,Research & Development,4,1,Medical,1,1735,3,Female,51,3,1,Laboratory Technician,2,Single,3295,12862,1,Y,No,13,3,3,80,0,3,3,1,3,2,1,2,Neysa Chana,Finance,Financial Analyst,92,83.87,94.54,4.0,92.93,35,4.6,25,Yes
31,No,Travel_Frequently,163,Research & Development,24,1,Technical Degree,1,1736,4,Female,30,3,2,Manufacturing Director,4,Single,5238,6670,2,Y,No,20,4,4,80,0,9,3,2,5,4,1,4,Aarush Wagle,Sales,Sales Executive,96,62.39,76.2,3.5,72.24,40,4.8,15,Yes
39,No,Non-Travel,792,Research & Development,1,3,Life Sciences,1,1737,4,Male,77,3,2,Laboratory Technician,4,Married,6472,8989,1,Y,Yes,15,3,4,80,1,9,2,3,9,8,5,8,Sana Dalal,IT,Cybersecurity Specialist,88,66.58,78.86,3.1,89.1,38,4.7,6,Yes
32,No,Travel_Rarely,371,Sales,19,3,Life Sciences,1,1739,4,Male,80,1,3,Sales Executive,3,Married,9610,3840,3,Y,No,13,3,3,80,1,10,2,1,4,3,0,2,Shray Manda,Finance,Financial Analyst,75,62.55,81.15,3.1,70.64,53,4.2,1,No
40,No,Travel_Rarely,611,Sales,7,4,Medical,1,1740,2,Male,88,3,5,Manager,2,Single,19833,4349,1,Y,No,14,3,2,80,0,21,3,2,21,8,12,8,Mamooty Virk,Finance,Accountant,63,62.32,80.88,3.1,88.74,50,4.5,29,No
45,No,Travel_Rarely,176,Human Resources,4,3,Life Sciences,1,1744,3,Female,56,1,3,Human Resources,3,Married,9756,6595,4,Y,No,21,4,3,80,2,9,2,4,5,0,0,3,Aaryahi Bhandari,Sales,Sales Executive,65,86.84,78.45,4.2,86.9,46,3.5,10,No
30,No,Travel_Frequently,1312,Research & Development,2,4,Technical Degree,1,1745,4,Female,78,2,1,Research Scientist,1,Single,4968,26427,0,Y,No,16,3,4,80,0,10,2,3,9,7,0,7,Taran Divan,Marketing,SEO Specialist,62,86.86,86.53,4.1,97.33,46,4.9,0,No
24,No,Travel_Frequently,897,Human Resources,10,3,Medical,1,1746,1,Male,59,3,1,Human Resources,4,Married,2145,2097,0,Y,No,14,3,4,80,1,3,2,3,2,2,2,1,Saksham Chand,Marketing,SEO Specialist,90,70.04,76.39,3.9,75.33,37,4.1,9,Yes
30,Yes,Travel_Frequently,600,Human Resources,8,3,Human Resources,1,1747,3,Female,66,2,1,Human Resources,4,Divorced,2180,9732,6,Y,No,11,3,3,80,1,6,0,2,4,2,1,2,Abram Bahri,HR,HR Manager,52,94.01,88.47,3.3,80.48,47,3.8,13,No
31,No,Travel_Rarely,1003,Sales,5,3,Technical Degree,1,1749,1,Male,51,3,2,Sales Executive,3,Married,8346,20943,1,Y,No,19,3,3,80,1,6,3,3,5,2,0,2,Hiran Mahajan,Sales,Account Manager,78,62.95,79.62,4.9,84.39,43,3.7,27,No
27,No,Travel_Rarely,1054,Research & Development,8,3,Medical,1,1751,3,Female,67,3,1,Research Scientist,4,Single,3445,6152,1,Y,No,11,3,3,80,0,6,5,2,6,2,1,4,Bhavin Savant,Sales,Sales Executive,80,60.62,79.71,4.3,83.08,36,3.8,21,No
29,Yes,Travel_Rarely,428,Sales,9,3,Marketing,1,1752,2,Female,52,1,1,Sales Representative,2,Single,2760,14630,1,Y,No,13,3,3,80,0,2,3,3,2,2,2,2,Baiju Issac,Marketing,Content Strategist,98,61.93,75.75,3.7,73.59,37,3.8,20,No
